wavelength,trans
5.754991592,0.9283087
5.761387526,0.9324639
5.767794367,0.9347816
5.774218806,0.9324192
5.780654231,0.9315414
5.787107366,0.9313647
5.793571569,0.9313255
5.800053592,0.9316975
5.806550137,0.9318375
5.813057872,0.9337216
5.819583597,0.9363054
5.826120596,0.9348734
5.832675699,0.9318108
5.83924216,0.9303077
5.84582684,0.930976
5.852422962,0.9332707
5.859037419,0.9363619
5.865666844,0.9382329
5.87230784,0.9400114
5.878967348,0.9446075
5.885638512,0.9432302
5.892328306,0.9423634
5.899029846,0.9416417
5.905750134,0.9387657
5.912482255,0.938162
5.919233246,0.9382328
5.925999672,0.9383469
5.932778065,0.9409264
5.93957551,0.9395918
5.946385014,0.9342813
5.953213694,0.9311782
5.960054523,0.9302911
5.966914652,0.9307459
5.973787023,0.9284401
5.980678819,0.9268297
5.98758295,0.9270444
5.994506634,0.924591
6.001442747,0.9221819
6.008398539,0.9224297
6.015370475,0.922575
6.022354982,0.9211247
6.029359362,0.9209458
6.036376412,0.9225495
6.043413465,0.9281718
6.050463284,0.9297318
6.057533239,0.9238593
6.064616058,0.9232009
6.071719147,0.9244746
6.078835198,0.920715
6.085971653,0.9165287
6.093124883,0.91501
6.100291228,0.9160336
6.10747818,0.9193925
6.114678347,0.9207903
6.121899258,0.9166844
6.129133488,0.9143237
6.1363886,0.9144624
6.143657135,0.9147809
6.150946692,0.9141393
6.158253569,0.9140237
6.165574024,0.9119533
6.172915715,0.9105316
6.180271091,0.9114898
6.187647846,0.9107793
6.195038394,0.9070897
6.202450464,0.9053513
6.209876436,0.9044329
6.217324076,0.9038433
6.224789602,0.9026491
6.232269194,0.9018962
6.239770676,0.9011896
6.247286335,0.9007559
6.254824033,0.9001762
6.262376021,0.9003229
6.269950198,0.9001624
6.277538778,0.8998254
6.2851497,0.8990524
6.292775139,0.8987583
6.300423073,0.8982487
6.30808962,0.8979184
6.315770859,0.8969204
6.323474825,0.8960138
6.331193601,0.8952289
6.338935262,0.8973534
6.34669185,0.898278
6.354471483,0.897566
6.362266163,0.8996382
6.370084047,0.9031461
6.3779171,0.9030398
6.385773518,0.9032546
6.393649316,0.9032177
6.401540467,0.9048711
6.409455228,0.9096978
6.417385467,0.9086271
6.425339483,0.9018208
6.433309101,0.8984657
6.441302663,0.8945525
6.449311955,0.8919073
6.457345359,0.8881405
6.465394622,0.8852674
6.473468167,0.8825003
6.481561901,0.8804858
6.489671688,0.8791329
6.497806016,0.8763548
6.505956528,0.8729303
6.514131757,0.8752756
6.522323304,0.8776677
6.530539743,0.8775204
6.538772633,0.877304
6.547030594,0.8784837
6.55530944,0.878126
6.563604942,0.8784399
6.571925785,0.8781223
6.580263421,0.8748745
6.588626581,0.8712495
6.597006674,0.8675555
6.605412475,0.8625089
6.61383535,0.8587145
6.622284119,0.8546991
6.630750104,0.8528904
6.63924217,0.844341
6.647756017,0.8309315
6.656287296,0.8194518
6.664844942,0.8100214
6.673420168,0.7989008
6.682021953,0.786453
6.690641465,0.7706831
6.699287732,0.757949
6.707951874,0.7433773
6.716642968,0.7251025
6.725352089,0.7000739
6.734088359,0.6695547
6.742847356,0.6274153
6.75162461,0.5656305
6.760429314,0.4681551
6.769252431,0.3189615
6.778103202,0.1413524
6.786972542,0.0350718
6.795869742,0.0159162
6.80478567,0.018744
6.813729665,0.0149556
6.822692548,0.0106775
6.831683709,0.0078845
6.8406986,0.0126613
6.849732621,0.0274882
6.858795239,0.0472471
6.867877153,0.0703148
6.876987879,0.1009854
6.886118068,0.1409904
6.895277287,0.181753
6.904456136,0.2191637
6.913664235,0.2542293
6.922896928,0.2856541
6.932149507,0.3143077
6.94143167,0.3426215
6.950733893,0.3697315
6.960065926,0.4013951
6.969418193,0.4423045
6.978800498,0.4975568
6.988203214,0.5632203
6.997636198,0.6269146
7.007094683,0.678459
7.016573849,0.7191714
7.026083633,0.7486971
7.035614279,0.7698755
7.045175781,0.7856767
7.054758329,0.7957977
7.06437197,0.8013135
7.074006845,0.8069094
7.083673054,0.8115189
7.093360685,0.8156714
7.103079895,0.8185631
7.112825776,0.8216718
7.122593365,0.8228446
7.132392904,0.8238415
7.142214344,0.8247846
7.152067985,0.8250301
7.161943723,0.8236095
7.171851916,0.8207506
7.181782403,0.8140446
7.191745602,0.8052389
7.201731296,0.789758
7.21174996,0.7593011
7.221791322,0.7018211
7.231865915,0.6021078
7.241968657,0.4671898
7.252094405,0.3475778
7.262253782,0.2967346
7.272436375,0.334613
7.282652867,0.4172927
7.292892784,0.4777651
7.303166872,0.5087883
7.3134646,0.530348
7.323796773,0.551805
7.334158182,0.570324
7.344543555,0.5810359
7.354963792,0.5863713
7.365408213,0.5942569
7.37588778,0.6053931
7.386391755,0.6157335
7.396931161,0.627225
7.4074952,0.6442931
7.418094959,0.6659972
7.428725097,0.6880135
7.43938021,0.7075409
7.450071483,0.7238277
7.460787964,0.7386134
7.471540901,0.7533365
7.48231928,0.7679832
7.493134416,0.7799242
7.503975231,0.7877679
7.514853107,0.7915381
7.525756903,0.7933494
7.536698067,0.7939275
7.547671091,0.7932413
7.5586704,0.7904234
7.569707544,0.7849061
7.580771222,0.7766943
7.591873052,0.7674319
7.603001665,0.7577526
7.61416875,0.7480625
7.625362872,0.7381642
7.636595789,0.729079
7.647856,0.7204398
7.659155333,0.7131738
7.670488104,0.7109903
7.68184856,0.7147514
7.693248636,0.7203998
7.704676662,0.7268047
7.716144644,0.7347736
7.727640844,0.7447616
7.739177341,0.755232
7.750742327,0.7645584
7.762347955,0.7719082
7.773982347,0.7779446
7.785657728,0.7828989
7.797368232,0.7871085
7.809107919,0.7902803
7.820889126,0.7928909
7.832699798,0.7949615
7.844552351,0.7968825
7.856434656,0.7988946
7.868359203,0.8018073
7.880313794,0.8053887
7.892310995,0.8097045
7.904344781,0.814176
7.916409054,0.8183253
7.928516495,0.8211788
7.940654723,0.8223205
7.952836498,0.8220269
7.965049363,0.8239353
7.977306159,0.830145
7.989594352,0.8377446
8.001926864,0.8434826
8.014291084,0.8479038
8.026700015,0.8514361
8.039147432,0.8543594
8.051627033,0.8565782
8.064151942,0.8583112
8.076709355,0.859341
8.089312481,0.8599393
8.101948438,0.8600636
8.114630517,0.860162
8.127345755,0.8601378
8.140107531,0.8597242
8.1529028,0.8588413
8.165745026,0.8581361
8.178627773,0.8573036
8.191544524,0.8568108
8.20450887,0.8566065
8.217507564,0.8570432
8.230554287,0.857967
8.243635707,0.8590413
8.256765594,0.8598061
8.269930533,0.8610995
8.283144381,0.8630474
8.296393641,0.8653122
8.309692259,0.8673001
8.323033579,0.8689381
8.336410858,0.8703544
8.34983818,0.871582
8.363301832,0.8722278
8.376815989,0.8722732
8.390366852,0.8718497
8.40396869,0.8716662
8.417607615,0.8716119
8.43129799,0.8716371
8.445032969,0.8714748
8.458805617,0.8711532
8.472630438,0.8693238
8.486493322,0.8650395
8.50040887,0.8614597
8.514362879,0.8580044
8.528370049,0.8481265
8.542416086,0.8311736
8.556515787,0.8140485
8.570662109,0.806782
8.584847915,0.8109825
8.599088153,0.8199579
8.613368292,0.8273802
8.627703383,0.8321388
8.6420788,0.8349779
8.656509695,0.8367346
8.670981347,0.8381592
8.68550901,0.8406075
8.700077866,0.8445052
8.714703273,0.849522
8.729377936,0.8549329
8.744094457,0.860412
8.758868354,0.8653865
8.773684561,0.8701708
8.788558703,0.8746397
8.803475612,0.8783331
8.818451021,0.880946
8.833469663,0.8832285
8.848547378,0.8857186
8.863668797,0.8885971
8.878849869,0.8911908
8.894075123,0.893287
8.90936062,0.8947282
8.924698747,0.8955933
8.940081784,0.8958657
8.955525963,0.8958591
8.971015546,0.8952821
8.98656688,0.894284
9.00216412,0.8927224
9.017823729,0.8908845
9.033529752,0.8883144
9.04929877,0.8848308
9.065122937,0.8811521
9.080994296,0.878733
9.096929604,0.8773622
9.112912633,0.8759399
9.128960257,0.873494
9.145056137,0.8703951
9.161217269,0.867038
9.1774272,0.8636131
9.193703049,0.8598978
9.210028247,0.8561042
9.226420038,0.8527624
9.242870281,0.8511315
9.259370715,0.852021
9.275938771,0.8554207
9.292557591,0.8603165
9.309244732,0.8660877
9.325983215,0.8716409
9.342790729,0.8762368
9.359650174,0.8793285
9.376579368,0.8807893
9.393569914,0.8814651
9.41061329,0.8828515
9.427727512,0.8851606
9.444895176,0.887593
9.46213443,0.8891559
9.479427746,0.8892661
9.496793408,0.8869377
9.51421376,0.884137
9.531707224,0.8848648
9.549256017,0.8866827
9.566878701,0.8866925
9.584566548,0.8866772
9.6023107,0.8872423
9.620129929,0.8874637
9.638006128,0.8868723
9.655958209,0.8859621
9.673967933,0.8850331
9.692054357,0.8840821
9.710199108,0.8829731
9.728421389,0.8818198
9.74670269,0.8806508
9.765062365,0.8795211
9.783491337,0.8784926
9.801980392,0.877803
9.820549106,0.87771
9.839178625,0.8787883
9.857888677,0.8808672
9.876660267,0.8833127
9.895513275,0.885596
9.914428567,0.8878195
9.933426178,0.8888615
9.952486828,0.8871718
9.971630711,0.8807094
9.990848383,0.8670081
10.01013125,0.8510877
10.02949373,0.8483386
10.04893126,0.8634168
10.06844225,0.8820901
10.08803119,0.894163
10.1076965,0.9006559
10.1274376,0.9040221
10.14725699,0.9043973
10.16715411,0.9010948
10.18712734,0.8936679
10.20718128,0.8819182
10.22731433,0.8657321
10.24752591,0.8451679
10.26781859,0.8266711
10.28819074,0.8240468
10.30864389,0.8403646
10.32917959,0.8596005
10.34979727,0.8714511
10.37049635,0.8775636
10.39127839,0.8811343
10.41214498,0.8840806
10.43309444,0.8871535
10.45412948,0.8905576
10.4752495,0.8937633
10.49645283,0.8967098
10.51774438,0.9000919
10.53912249,0.903291
10.56058656,0.9058455
10.58213936,0.9082267
10.60378031,0.910594
10.6255077,0.9129221
10.64732658,0.9156433
10.66923525,0.9189681
10.69123312,0.9224621
10.71332305,0.9254005
10.73550444,0.9274604
10.75777556,0.9289188
10.7801416,0.9297634
10.80260083,0.9296713
10.82515268,0.9287582
10.84780005,0.9274448
10.8705412,0.9256556
10.8933779,0.9231975
10.91631195,0.9195934
10.93934277,0.9145607
10.96246977,0.9075888
10.98569476,0.8998388
11.00901958,0.8953215
11.03244244,0.8953195
11.05596641,0.895008
11.07959091,0.8907858
11.10331412,0.8845152
11.12714161,0.881311
11.1510716,0.8832474
11.17510348,0.8875205
11.19924042,0.891065
11.22348186,0.892945
11.24782594,0.8944547
11.27227839,0.8968895
11.29683739,0.9010129
11.32150236,0.9059592
11.34627656,0.9106098
11.37115942,0.9145287
11.39614906,0.9177168
11.42125139,0.9204708
11.44646454,0.9232733
11.47178795,0.9257996
11.49722497,0.9279684
11.52277373,0.9294838
11.54843628,0.9302409
11.57421473,0.9303407
11.60010853,0.9301176
11.6261171,0.9293315
11.65224255,0.9277092
11.67848705,0.925588
11.70484866,0.9228841
11.73133094,0.9196957
11.75793331,0.9153146
11.78465384,0.9093572
11.81149887,0.901076
11.83846649,0.8874205
11.86555613,0.8665351
11.89277144,0.8546032
11.92011047,0.8653233
11.94757547,0.8803509
11.97516877,0.8864452
12.00288838,0.8880655
12.03073805,0.8889117
12.05871727,0.8897468
12.08682547,0.8906577
12.11506501,0.8916511
12.14343829,0.8931867
12.17194331,0.8953106
12.20058394,0.8970526
12.22935968,0.8979131
12.25826998,0.8979061
12.28731729,0.8965572
12.3165041,0.8944287
12.34582838,0.8931322
12.37529416,0.8940773
12.40489939,0.898095
12.43464815,0.9031151
12.46453839,0.9068562
12.49457423,0.9086716
12.52475361,0.9092375
12.55507913,0.9089306
12.58555345,0.9072662
12.61617606,0.9039188
12.64694645,0.8996865
12.67786892,0.8948012
12.70894135,0.8889928
12.74016647,0.8815001
12.77154704,0.8730715
12.80308093,0.864178
12.83477258,0.8551054
12.86662151,0.8459792
12.89862724,0.8378378
12.93079259,0.8313663
12.96312044,0.8272823
12.99560865,0.8256586
13.02826182,0.8265976
13.06107949,0.8289431
13.09406119,0.831685
13.12720988,0.8342336
13.16052857,0.8360731
13.19401509,0.8373533
13.2276742,0.8374245
13.26150372,0.8361707
13.2955085,0.8335574
13.32968633,0.8290423
13.36404212,0.8226944
13.39857367,0.8139764
13.43328413,0.8006274
13.46817672,0.7814892
13.50325104,0.7537846
13.53850669,0.7118014
13.57394877,0.6419279
13.60957504,0.5185456
13.64538882,0.3241277
13.68139346,0.1498779
13.7175886,0.1243978
13.75397387,0.1966965
13.79055457,0.2330368
13.82732847,0.1953932
13.86429901,0.1227804
13.90146972,0.1017716
13.93883833,0.1932678
13.97641034,0.343424
14.01418544,0.4769359
14.05216332,0.577835
14.09034759,0.6541954
14.12874194,0.7119557
14.1673441,0.7552567
14.20615979,0.7881761
14.24518673,0.8133624
14.28443073,0.8323666
14.3238895,0.8465704
14.36356893,0.8575774
14.40346674,0.8665211
14.44358682,0.8739039
14.48393312,0.881067
14.52450546,0.8883561
14.56530361,0.8951936
14.60633374,0.9024747
14.64759355,0.9103851
14.68908711,0.9184364
14.7308186,0.9264552
14.77278787,0.9344449
14.81499479,0.9421562
15,0.80049648
15.1,0.80049648
15.2,0.80049648
15.3,0.80049648
15.4,0.80049648
15.5,0.80049648
15.6,0.80049648
15.7,0.80049648
15.8,0.80049648
15.9,0.80049648
16,0.80049648
16.1,0.80049648
16.2,0.80049648
16.3,0.80049648
16.4,0.80049648
16.5,0.80049648
16.6,0.80049648
16.7,0.80049648
16.8,0.80049648
16.9,0.80049648
17,0.80049648
17.1,0.80049648
17.2,0.80049648
17.3,0.80049648
17.4,0.80049648
17.5,0.80049648
17.6,0.80049648
17.7,0.80049648
17.8,0.80049648
17.9,0.80049648
18,0.80049648
18.1,0.80049648
18.2,0.80049648
18.3,0.80049648
18.4,0.80049648
18.5,0.80049648
18.6,0.80049648
18.7,0.80049648
18.8,0.80049648
18.9,0.80049648
19,0.80049648
19.1,0.80049648
19.2,0.80049648
19.3,0.80049648
19.4,0.80049648
19.5,0.80049648
19.6,0.80049648
19.7,0.80049648
19.8,0.80049648
19.9,0.80049648
20,0.80049648
20.1,0.80049648
20.2,0.80049648
20.3,0.80049648
20.4,0.80049648
20.5,0.80049648
20.6,0.80049648
20.7,0.80049648
20.8,0.80049648
20.9,0.80049648
21,0.80049648
21.1,0.80049648
21.2,0.80049648
21.3,0.80049648
21.4,0.80049648
21.5,0.80049648
21.6,0.80049648
21.7,0.80049648
21.8,0.80049648
21.9,0.80049648
22,0.80049648
22.1,0.80049648
22.2,0.80049648
22.3,0.80049648
22.4,0.80049648
22.5,0.80049648
22.6,0.80049648
22.7,0.80049648
22.8,0.80049648
22.9,0.80049648
23,0.80049648
23.1,0.80049648
23.2,0.80049648
23.3,0.80049648
23.4,0.80049648
23.5,0.80049648
23.6,0.80049648
23.7,0.80049648
23.8,0.80049648
23.9,0.80049648
24,0.80049648
24.1,0.80049648
24.2,0.80049648
24.3,0.80049648
24.4,0.80049648
24.5,0.80049648
24.6,0.80049648
24.7,0.80049648
24.8,0.80049648
24.9,0.80049648
25,0.80049648
25.1,0.80049648
25.2,0.80049648
25.3,0.80049648
25.4,0.80049648
25.5,0.80049648
25.6,0.80049648
25.7,0.80049648
25.8,0.80049648
25.9,0.80049648
26,0.80049648
26.1,0.80049648
26.2,0.80049648
26.3,0.80049648
26.4,0.80049648
26.5,0.80049648
26.6,0.80049648
26.7,0.80049648
26.8,0.80049648
26.9,0.80049648
27,0.80049648
27.1,0.80049648
27.2,0.80049648
27.3,0.80049648
27.4,0.80049648
27.5,0.80049648
27.6,0.80049648
27.7,0.80049648
27.8,0.80049648
27.9,0.80049648
28,0.80049648
28.1,0.80049648
28.2,0.80049648
28.3,0.80049648
28.4,0.80049648
28.5,0.80049648
28.6,0.80049648
28.7,0.80049648
28.8,0.80049648
28.9,0.80049648
29,0.80049648
29.1,0.80049648
29.2,0.80049648
29.3,0.80049648
29.4,0.80049648
29.5,0.80049648
29.6,0.80049648
29.7,0.80049648
29.8,0.80049648
29.9,0.80049648
30,0.80049648
30.1,0.80049648
30.2,0.80049648
30.3,0.80049648
30.4,0.80049648
30.5,0.80049648
30.6,0.80049648
30.7,0.80049648
30.8,0.80049648
30.9,0.80049648
31,0.80049648
31.1,0.80049648
31.2,0.80049648
31.3,0.80049648
31.4,0.80049648
31.5,0.80049648
31.6,0.80049648
31.7,0.80049648
31.8,0.80049648
31.9,0.80049648
32,0.80049648
32.1,0.80049648
32.2,0.80049648
32.3,0.80049648
32.4,0.80049648
32.5,0.80049648
32.6,0.80049648
32.7,0.80049648
32.8,0.80049648
32.9,0.80049648
33,0.80049648
33.1,0.80049648
33.2,0.80049648
33.3,0.80049648
33.4,0.80049648
33.5,0.80049648
33.6,0.80049648
33.7,0.80049648
33.8,0.80049648
33.9,0.80049648
34,0.80049648
34.1,0.80049648
34.2,0.80049648
34.3,0.80049648
34.4,0.80049648
34.5,0.80049648
34.6,0.80049648
34.7,0.80049648
34.8,0.80049648
34.9,0.80049648
35,0.80049648
35.1,0.80049648
35.2,0.80049648
35.3,0.80049648
35.4,0.80049648
35.5,0.80049648
35.6,0.80049648
35.7,0.80049648
35.8,0.80049648
35.9,0.80049648
36,0.80049648
36.1,0.80049648
36.2,0.80049648
36.3,0.80049648
36.4,0.80049648
36.5,0.80049648
36.6,0.80049648
36.7,0.80049648
36.8,0.80049648
36.9,0.80049648
37,0.80049648
37.1,0.80049648
37.2,0.80049648
37.3,0.80049648
37.4,0.80049648
37.5,0.80049648
37.6,0.80049648
37.7,0.80049648
37.8,0.80049648
37.9,0.80049648
38,0.80049648
38.1,0.80049648
38.2,0.80049648
38.3,0.80049648
38.4,0.80049648
38.5,0.80049648
38.6,0.80049648
38.7,0.80049648
38.8,0.80049648
38.9,0.80049648
39,0.80049648
39.1,0.80049648
39.2,0.80049648
39.3,0.80049648
39.4,0.80049648
39.5,0.80049648
39.6,0.80049648
39.7,0.80049648
39.8,0.80049648
39.9,0.80049648
40,0.80049648
40.1,0.80049648
40.2,0.80049648
40.3,0.80049648
40.4,0.80049648
40.5,0.80049648
40.6,0.80049648
40.7,0.80049648
40.8,0.80049648
40.9,0.80049648
41,0.80049648
41.1,0.80049648
41.2,0.80049648
41.3,0.80049648
41.4,0.80049648
41.5,0.80049648
41.6,0.80049648
41.7,0.80049648
41.8,0.80049648
41.9,0.80049648
42,0.80049648
42.1,0.80049648
42.2,0.80049648
42.3,0.80049648
42.4,0.80049648
42.5,0.80049648
42.6,0.80049648
42.7,0.80049648
42.8,0.80049648
42.9,0.80049648
43,0.80049648
43.1,0.80049648
43.2,0.80049648
43.3,0.80049648
43.4,0.80049648
43.5,0.80049648
43.6,0.80049648
43.7,0.80049648
43.8,0.80049648
43.9,0.80049648
44,0.80049648
44.1,0.80049648
44.2,0.80049648
44.3,0.80049648
44.4,0.80049648
44.5,0.80049648
44.6,0.80049648
44.7,0.80049648
44.8,0.80049648
44.9,0.80049648
45,0.80049648
45.1,0.80049648
45.2,0.80049648
45.3,0.80049648
45.4,0.80049648
45.5,0.80049648
45.6,0.80049648
45.7,0.80049648
45.8,0.80049648
45.9,0.80049648
46,0.80049648
46.1,0.80049648
46.2,0.80049648
46.3,0.80049648
46.4,0.80049648
46.5,0.80049648
46.6,0.80049648
46.7,0.80049648
46.8,0.80049648
46.9,0.80049648
47,0.80049648
47.1,0.80049648
47.2,0.80049648
47.3,0.80049648
47.4,0.80049648
47.5,0.80049648
47.6,0.80049648
47.7,0.80049648
47.8,0.80049648
47.9,0.80049648
48,0.80049648
48.1,0.80049648
48.2,0.80049648
48.3,0.80049648
48.4,0.80049648
48.5,0.80049648
48.6,0.80049648
48.7,0.80049648
48.8,0.80049648
48.9,0.80049648
49,0.80049648
49.1,0.80049648
49.2,0.80049648
49.3,0.80049648
49.4,0.80049648
49.5,0.80049648
49.6,0.80049648
49.7,0.80049648
49.8,0.80049648
49.9,0.80049648
50,0.80049648
50.1,0.80049648
50.2,0.80049648
50.3,0.80049648
50.4,0.80049648
50.5,0.80049648
50.6,0.80049648
50.7,0.80049648
50.8,0.80049648
50.9,0.80049648
51,0.80049648
51.1,0.80049648
51.2,0.80049648
51.3,0.80049648
51.4,0.80049648
51.5,0.80049648
51.6,0.80049648
51.7,0.80049648
51.8,0.80049648
51.9,0.80049648
52,0.80049648
52.1,0.80049648
52.2,0.80049648
52.3,0.80049648
52.4,0.80049648
52.5,0.80049648
52.6,0.80049648
52.7,0.80049648
52.8,0.80049648
52.9,0.80049648
53,0.80049648
53.1,0.80049648
53.2,0.80049648
53.3,0.80049648
53.4,0.80049648
53.5,0.80049648
53.6,0.80049648
53.7,0.80049648
53.8,0.80049648
53.9,0.80049648
54,0.80049648
54.1,0.80049648
54.2,0.80049648
54.3,0.80049648
54.4,0.80049648
54.5,0.80049648
54.6,0.80049648
54.7,0.80049648
54.8,0.80049648
54.9,0.80049648
55,0.80049648
55.1,0.80049648
55.2,0.80049648
55.3,0.80049648
55.4,0.80049648
55.5,0.80049648
55.6,0.80049648
55.7,0.80049648
55.8,0.80049648
55.9,0.80049648
56,0.80049648
56.1,0.80049648
56.2,0.80049648
56.3,0.80049648
56.4,0.80049648
56.5,0.80049648
56.6,0.80049648
56.7,0.80049648
56.8,0.80049648
56.9,0.80049648
57,0.80049648
57.1,0.80049648
57.2,0.80049648
57.3,0.80049648
57.4,0.80049648
57.5,0.80049648
57.6,0.80049648
57.7,0.80049648
57.8,0.80049648
57.9,0.80049648
58,0.80049648
58.1,0.80049648
58.2,0.80049648
58.3,0.80049648
58.4,0.80049648
58.5,0.80049648
58.6,0.80049648
58.7,0.80049648
58.8,0.80049648
58.9,0.80049648
59,0.80049648
59.1,0.80049648
59.2,0.80049648
59.3,0.80049648
59.4,0.80049648
59.5,0.80049648
59.6,0.80049648
59.7,0.80049648
59.8,0.80049648
59.9,0.80049648
60,0.80049648
60.1,0.80049648
60.2,0.80049648
60.3,0.80049648
60.4,0.80049648
60.5,0.80049648
60.6,0.80049648
60.7,0.80049648
60.8,0.80049648
60.9,0.80049648
61,0.80049648
61.1,0.80049648
61.2,0.80049648
61.3,0.80049648
61.4,0.80049648
61.5,0.80049648
61.6,0.80049648
61.7,0.80049648
61.8,0.80049648
61.9,0.80049648
62,0.80049648
62.1,0.80049648
62.2,0.80049648
62.3,0.80049648
62.4,0.80049648
62.5,0.80049648
62.6,0.80049648
62.7,0.80049648
62.8,0.80049648
62.9,0.80049648
63,0.80049648
63.1,0.80049648
63.2,0.80049648
63.3,0.80049648
63.4,0.80049648
63.5,0.80049648
63.6,0.80049648
63.7,0.80049648
63.8,0.80049648
63.9,0.80049648
64,0.80049648
64.1,0.80049648
64.2,0.80049648
64.3,0.80049648
64.4,0.80049648
64.5,0.80049648
64.6,0.80049648
64.7,0.80049648
64.8,0.80049648
64.9,0.80049648
65,0.80049648
65.1,0.80049648
65.2,0.80049648
65.3,0.80049648
65.4,0.80049648
65.5,0.80049648
65.6,0.80049648
65.7,0.80049648
65.8,0.80049648
65.9,0.80049648
66,0.80049648
66.1,0.80049648
66.2,0.80049648
66.3,0.80049648
66.4,0.80049648
66.5,0.80049648
66.6,0.80049648
66.7,0.80049648
66.8,0.80049648
66.9,0.80049648
67,0.80049648
67.1,0.80049648
67.2,0.80049648
67.3,0.80049648
67.4,0.80049648
67.5,0.80049648
67.6,0.80049648
67.7,0.80049648
67.8,0.80049648
67.9,0.80049648
68,0.80049648
68.1,0.80049648
68.2,0.80049648
68.3,0.80049648
68.4,0.80049648
68.5,0.80049648
68.6,0.80049648
68.7,0.80049648
68.8,0.80049648
68.9,0.80049648
69,0.80049648
69.1,0.80049648
69.2,0.80049648
69.3,0.80049648
69.4,0.80049648
69.5,0.80049648
69.6,0.80049648
69.7,0.80049648
69.8,0.80049648
69.9,0.80049648
70,0.80049648
70.1,0.80049648
70.2,0.80049648
70.3,0.80049648
70.4,0.80049648
70.5,0.80049648
70.6,0.80049648
70.7,0.80049648
70.8,0.80049648
70.9,0.80049648
71,0.80049648
71.1,0.80049648
71.2,0.80049648
71.3,0.80049648
71.4,0.80049648
71.5,0.80049648
71.6,0.80049648
71.7,0.80049648
71.8,0.80049648
71.9,0.80049648
72,0.80049648
72.1,0.80049648
72.2,0.80049648
72.3,0.80049648
72.4,0.80049648
72.5,0.80049648
72.6,0.80049648
72.7,0.80049648
72.8,0.80049648
72.9,0.80049648
73,0.80049648
73.1,0.80049648
73.2,0.80049648
73.3,0.80049648
73.4,0.80049648
73.5,0.80049648
73.6,0.80049648
73.7,0.80049648
73.8,0.80049648
73.9,0.80049648
74,0.80049648
74.1,0.80049648
74.2,0.80049648
74.3,0.80049648
74.4,0.80049648
74.5,0.80049648
74.6,0.80049648
74.7,0.80049648
74.8,0.80049648
74.9,0.80049648
75,0.80049648
75.1,0.80049648
75.2,0.80049648
75.3,0.80049648
75.4,0.80049648
75.5,0.80049648
75.6,0.80049648
75.7,0.80049648
75.8,0.80049648
75.9,0.80049648
76,0.80049648
76.1,0.80049648
76.2,0.80049648
76.3,0.80049648
76.4,0.80049648
76.5,0.80049648
76.6,0.80049648
76.7,0.80049648
76.8,0.80049648
76.9,0.80049648
77,0.80049648
77.1,0.80049648
77.2,0.80049648
77.3,0.80049648
77.4,0.80049648
77.5,0.80049648
77.6,0.80049648
77.7,0.80049648
77.8,0.80049648
77.9,0.80049648
78,0.80049648
78.1,0.80049648
78.2,0.80049648
78.3,0.80049648
78.4,0.80049648
78.5,0.80049648
78.6,0.80049648
78.7,0.80049648
78.8,0.80049648
78.9,0.80049648
79,0.80049648
79.1,0.80049648
79.2,0.80049648
79.3,0.80049648
79.4,0.80049648
79.5,0.80049648
79.6,0.80049648
79.7,0.80049648
79.8,0.80049648
79.9,0.80049648
80,0.80049648
80.1,0.80049648
80.2,0.80049648
80.3,0.80049648
80.4,0.80049648
80.5,0.80049648
80.6,0.80049648
80.7,0.80049648
80.8,0.80049648
80.9,0.80049648
81,0.80049648
81.1,0.80049648
81.2,0.80049648
81.3,0.80049648
81.4,0.80049648
81.5,0.80049648
81.6,0.80049648
81.7,0.80049648
81.8,0.80049648
81.9,0.80049648
82,0.80049648
82.1,0.80049648
82.2,0.80049648
82.3,0.80049648
82.4,0.80049648
82.5,0.80049648
82.6,0.80049648
82.7,0.80049648
82.8,0.80049648
82.9,0.80049648
83,0.80049648
83.1,0.80049648
83.2,0.80049648
83.3,0.80049648
83.4,0.80049648
83.5,0.80049648
83.6,0.80049648
83.7,0.80049648
83.8,0.80049648
83.9,0.80049648
84,0.80049648
84.1,0.80049648
84.2,0.80049648
84.3,0.80049648
84.4,0.80049648
84.5,0.80049648
84.6,0.80049648
84.7,0.80049648
84.8,0.80049648
84.9,0.80049648
85,0.80049648
85.1,0.80049648
85.2,0.80049648
85.3,0.80049648
85.4,0.80049648
85.5,0.80049648
85.6,0.80049648
85.7,0.80049648
85.8,0.80049648
85.9,0.80049648
86,0.80049648
86.1,0.80049648
86.2,0.80049648
86.3,0.80049648
86.4,0.80049648
86.5,0.80049648
86.6,0.80049648
86.7,0.80049648
86.8,0.80049648
86.9,0.80049648
87,0.80049648
87.1,0.80049648
87.2,0.80049648
87.3,0.80049648
87.4,0.80049648
87.5,0.80049648
87.6,0.80049648
87.7,0.80049648
87.8,0.80049648
87.9,0.80049648
88,0.80049648
88.1,0.80049648
88.2,0.80049648
88.3,0.80049648
88.4,0.80049648
88.5,0.80049648
88.6,0.80049648
88.7,0.80049648
88.8,0.80049648
88.9,0.80049648
89,0.80049648
89.1,0.80049648
89.2,0.80049648
89.3,0.80049648
89.4,0.80049648
89.5,0.80049648
89.6,0.80049648
89.7,0.80049648
89.8,0.80049648
89.9,0.80049648
90,0.80049648
90.1,0.80049648
90.2,0.80049648
90.3,0.80049648
90.4,0.80049648
90.5,0.80049648
90.6,0.80049648
90.7,0.80049648
