wavelength,trans
3.643884614,0.6252061
3.646447722,0.6239411
3.649013106,0.6225605
3.651583436,0.6213779
3.654156054,0.6208266
3.656733637,0.620953
3.659314859,0.6216673
3.661898387,0.6227605
3.664485565,0.6241456
3.667077746,0.6257946
3.669673597,0.6277211
3.672271777,0.6304056
3.67487499,0.6344739
3.677480543,0.6396434
3.680091148,0.645248
3.682704107,0.6506592
3.685322136,0.6555332
3.68794253,0.6600586
3.690568015,0.6643013
3.693197241,0.6681725
3.695828851,0.6719234
3.698465581,0.6754969
3.701104706,0.678458
3.703748972,0.6806129
3.706395645,0.6816928
3.70904748,0.6812552
3.711701734,0.6793275
3.714361169,0.6763661
3.717024418,0.6730732
3.719690105,0.6698261
3.722361004,0.6668217
3.725034354,0.6641902
3.727712936,0.6619056
3.730393982,0.6596491
3.73308028,0.6573547
3.735769055,0.6550329
3.738463103,0.6527912
3.74115964,0.6505886
3.743861471,0.6484709
3.746567208,0.6466954
3.749275453,0.6454935
3.751989023,0.6449873
3.754705115,0.645125
3.757426554,0.6458082
3.760150526,0.6473128
3.762879867,0.6496107
3.765611756,0.6523992
3.768349034,0.6554648
3.771090294,0.6586806
3.773834121,0.6616324
3.77658337,0.6636842
3.7793352,0.6645895
3.782092473,0.6644533
3.78485234,0.6637901
3.787617672,0.6630162
3.790385611,0.6622316
3.793159038,0.6622517
3.795936526,0.663916
3.798716642,0.6675921
3.801500833,0.672822
3.804290555,0.6789436
3.807084375,0.685247
3.80988085,0.6913402
3.81268289,0.6970682
3.815487598,0.7025325
3.818297894,0.7079772
3.821110873,0.7135077
3.823929462,0.7191364
3.826750748,0.7246918
3.829577667,0.7301173
3.832408765,0.7355123
3.835242581,0.7409359
3.838082064,0.7460896
3.84092428,0.7507903
3.843772186,0.7551861
3.846622838,0.7590961
3.849479204,0.7627163
3.852338331,0.7665414
3.855203194,0.7706228
3.858070833,0.7748396
3.860944233,0.7791179
3.863821915,0.7832297
3.866702395,0.7868964
3.86958867,0.7904128
3.872477758,0.7940781
3.875372666,0.7979029
3.8782704,0.8019254
3.881173978,0.8059895
3.884080397,0.8099165
3.886992684,0.8136124
3.889909342,0.8171043
3.892828864,0.8203215
3.89575429,0.8232632
3.898682596,0.8258631
3.90161683,0.8279884
3.904553959,0.8298074
3.907497041,0.8314781
3.910443034,0.8329311
3.913395003,0.8342627
3.916351433,0.8355357
3.919310797,0.8367144
3.922274637,0.8380244
3.925244503,0.8404375
3.928218871,0.844387
3.931196204,0.8491736
3.934179602,0.8536617
3.937165981,0.8569946
3.94015845,0.8587267
3.943153916,0.8590852
3.946155497,0.8585498
3.949160093,0.8577947
3.952170829,0.8571613
3.955186159,0.8571658
3.958204527,0.8584754
3.961229074,0.8612769
3.964256676,0.8650045
3.967290483,0.8691626
3.970327361,0.872998
3.973370471,0.8759597
3.976416668,0.8783096
3.979469123,0.8802008
3.982526268,0.8817931
3.985586525,0.883084
3.98865308,0.884165
3.991722764,0.8850967
3.994798772,0.885998
3.997877926,0.8866917
4.000963432,0.8871349
4.004052101,0.8877007
4.007147148,0.8884635
4.010245375,0.8893111
4.013350007,0.8901865
4.016459451,0.8912234
4.0195721,0.8923891
4.022691197,0.8934734
4.025813516,0.8944201
4.02894231,0.8953352
4.032074345,0.8960026
4.035212882,0.8965055
4.038354677,0.8968297
4.041503003,0.8971376
4.044656241,0.8990169
4.047812764,0.9026866
4.050974219,0.9062327
4.054142259,0.9087498
4.057315258,0.9103486
4.060491579,0.9112212
4.063674529,0.9117378
4.066860819,0.9120842
4.070053765,0.9121957
4.073250071,0.9121531
4.076453062,0.9119358
4.07965943,0.9116143
4.082872513,0.9110921
4.086090661,0.9105147
4.089312214,0.9100008
4.092540526,0.9094034
4.095772262,0.9085419
4.099010786,0.9076218
4.102252752,0.9066079
4.105501536,0.9055008
4.108753782,0.9045578
4.112012876,0.9038297
4.115277143,0.9030212
4.118544902,0.9022211
4.121819553,0.9014227
4.125097713,0.9004919
4.128382797,0.8992812
4.13167141,0.8981791
4.134966976,0.8976739
4.138266091,0.8978458
4.141572191,0.8988311
4.144881858,0.9003806
4.148198541,0.9021477
4.151520536,0.9037719
4.154846129,0.9049565
4.158178784,0.9059974
4.161515058,0.9067472
4.164858424,0.9071617
4.168205429,0.9073662
4.171559558,0.9075188
4.174917347,0.9076814
4.178282291,0.9076228
4.181652664,0.9073321
4.185026728,0.9070849
4.188407994,0.9067574
4.191792972,0.9064511
4.195185186,0.9060966
4.198581131,0.9057095
4.201984345,0.9056194
4.205391312,0.9059196
4.208805579,0.9065975
4.212225394,0.9074335
4.215648995,0.9080804
4.219078165,0.9083968
4.222514702,0.908412
4.225956841,0.9083033
4.229402808,0.9077991
4.232856192,0.9067079
4.236313424,0.9047829
4.239778107,0.9019742
4.243246661,0.8982072
4.246722698,0.8932352
4.250202628,0.8874602
4.253690076,0.8818031
4.257183252,0.8779849
4.260680354,0.8764706
4.264185025,0.8758282
4.267693644,0.8754926
4.271209867,0.8753159
4.274730061,0.8751882
4.278257893,0.8751129
4.28178972,0.8749654
4.285329218,0.8744698
4.288872734,0.8737518
4.292423958,0.8728399
4.295981067,0.8723785
4.299542228,0.8726382
4.303111149,0.8736523
4.306684146,0.8751908
4.310264939,0.876972
4.313849831,0.8785154
4.317442554,0.8801157
4.3210394,0.8817158
4.324644114,0.8832323
4.328254848,0.8846758
4.331869739,0.8861611
4.335492553,0.8876663
4.339119549,0.8892437
4.342754505,0.8907236
4.346393667,0.8922669
4.350040825,0.8938687
4.353692214,0.8955183
4.357351637,0.8971466
4.361017216,0.8987968
4.364687063,0.9004214
4.368363091,0.9019334
4.372047229,0.9032886
4.375737585,0.9043265
4.379432259,0.9052695
4.383135099,0.9061682
4.386842281,0.9067468
4.390557667,0.9070668
4.39427742,0.9076037
4.398005417,0.9086594
4.401737806,0.91032
4.405478477,0.9123144
4.409225511,0.914102
4.412976977,0.9153389
4.416736782,0.9160215
4.420501046,0.9162182
4.424273689,0.91608
4.428050816,0.9157741
4.431836362,0.9152914
4.435626419,0.9148222
4.439424935,0.9142834
4.443229962,0.913597
4.447039539,0.9129275
4.450857636,0.9124626
4.45468031,0.9121155
4.458511544,0.9122349
4.462347382,0.9135493
4.466191821,0.9159999
4.470040892,0.9189307
4.473898604,0.9217242
4.477760976,0.9239829
4.481632031,0.9255621
4.485509785,0.926607
4.48939224,0.9273275
4.49328344,0.9276785
4.497179369,0.9281297
4.501084086,0.92882
4.50499356,0.9296521
4.508911864,0.9306437
4.512834954,0.9316457
4.516766916,0.9323418
4.520705736,0.932691
4.524649385,0.932941
4.52859992,0.933042
4.532559414,0.9326304
4.536525838,0.9319444
4.540497148,0.931133
4.544477483,0.9302854
4.548462733,0.9293824
4.552457052,0.9284032
4.556456316,0.9272952
4.560464693,0.9263332
4.564478045,0.9255238
4.568500554,0.9246027
4.572530159,0.9237975
4.576564785,0.9233015
4.580608635,0.9229398
4.584657535,0.9226839
4.588715706,0.9227043
4.592778957,0.9229777
4.596851524,0.9233733
4.600929204,0.923968
4.605016244,0.9245648
4.609110552,0.9251089
4.613210019,0.9256936
4.617318917,0.926244
4.621433005,0.9267386
4.62555657,0.9270832
4.629685357,0.9271082
4.633823669,0.9270448
4.637967235,0.9269969
4.642120372,0.9268445
4.646278795,0.9267608
4.650446838,0.9268049
4.654622366,0.927165
4.658803228,0.9278918
4.662993782,0.9286702
4.667189703,0.9295617
4.671395364,0.930466
4.675606426,0.9313033
4.679827277,0.9321635
4.684053561,0.9329692
4.688289684,0.9334606
4.692533475,0.9336966
4.696782751,0.9339317
4.701041939,0.9339964
4.705306645,0.9339698
4.709581314,0.9339735
4.713861534,0.9340977
4.718151768,0.9342907
4.722447588,0.9344827
4.726753472,0.9346662
4.731067215,0.9349541
4.735386597,0.9354223
4.739713873,0.9360557
4.744051315,0.9366175
4.748396704,0.9371172
4.752747801,0.9379282
4.757109143,0.9387795
4.761476229,0.9394064
4.765853612,0.9402369
4.770236775,0.9412502
4.774630288,0.9419543
4.779029618,0.9423671
4.78343935,0.9427214
4.787857228,0.9429314
4.792280977,0.9429347
4.796715209,0.9428467
4.80115535,0.9425247
4.805606028,0.9419411
4.810062651,0.9412368
4.814529866,0.9403072
4.819003064,0.9391721
4.823486908,0.937857
4.827979105,0.9365054
4.832477341,0.9350358
4.836986306,0.933568
4.84150135,0.9320574
4.846027178,0.9302736
4.850559124,0.9286509
4.855101911,0.9271434
4.859650854,0.9256223
4.864210694,0.9243065
4.86877673,0.923101
4.87335372,0.9219771
4.877939324,0.9209005
4.882531182,0.9198277
4.887134082,0.9189063
4.891743275,0.9180529
4.896363569,0.9171529
4.900990196,0.9162357
4.905627982,0.9153333
4.910272142,0.9143332
4.91492752,0.9132046
4.919589313,0.9120911
4.924262382,0.9107229
4.928941909,0.909006
4.933632772,0.9068
4.938332572,0.904149
4.943038891,0.9012183
4.947756638,0.8986469
4.952480945,0.8975597
4.957216741,0.8989755
4.96195914,0.9036676
4.966713089,0.9109869
4.971473684,0.9184297
4.97624589,0.9244118
4.981024786,0.9286901
4.985815355,0.931643
4.990615148,0.9337283
4.995421696,0.9350251
5.000240012,0.9356655
5.005065126,0.9360757
5.009902071,0.9363015
5.01474586,0.9364934
5.019601544,0.9366409
5.024464116,0.9366518
5.029338647,0.9366805
5.034222646,0.9368238
5.0391136,0.9371646
5.044016611,0.9377708
5.048926623,0.9384335
5.053848759,0.9391683
5.058777941,0.9399954
5.063719312,0.9408675
5.068667777,0.941588
5.073628497,0.942393
5.078598936,0.9432791
5.08357654,0.9439853
5.0885665,0.9442085
5.093563671,0.9444643
5.098573266,0.9448409
5.10359012,0.9452735
5.108619467,0.9456126
5.113656121,0.9460033
5.118705336,0.9460392
5.123761907,0.9459244
5.128831109,0.9455992
5.133910351,0.9450108
5.138997022,0.9443797
5.144096429,0.9439073
5.149203315,0.9428266
5.154323008,0.9411411
5.15945023,0.9396616
5.164590329,0.938389
5.169738008,0.9371364
5.174898637,0.9358891
5.180066895,0.9346933
5.185248176,0.9337103
5.190437139,0.9328696
5.195639196,0.9324001
5.200851691,0.9317554
5.206071946,0.9310312
5.211305406,0.9310287
5.216546677,0.9303484
5.221801229,0.9293335
5.227063645,0.9289112
5.232339416,0.9286301
5.237623104,0.9281282
5.242920223,0.9272224
5.248228067,0.9261089
5.253543909,0.9247063
5.258873297,0.9231387
5.264210737,0.9215759
5.269561799,0.9208949
5.274920968,0.9216438
5.280293838,0.9238639
5.28567487,0.9277563
5.29106968,0.9329557
5.296475513,0.9373962
5.301889593,0.940611
5.30731757,0.9429379
5.31275385,0.9444765
5.318204106,0.9451265
5.323662723,0.9453566
5.329135396,0.9452856
5.334616486,0.945099
5.340111715,0.9448893
5.345615419,0.9454397
5.351133343,0.9456565
5.356662671,0.9445439
5.362200561,0.9434412
5.367752796,0.9430674
5.373313653,0.9430342
5.378888937,0.9432439
5.384472903,0.9433429
5.390071381,0.9436116
5.395678601,0.9441298
5.401300417,0.9448545
5.406931037,0.9458265
5.412576338,0.94713
5.418233439,0.9494727
5.423899437,0.9507044
5.429580245,0.9497766
5.435270011,0.9500215
5.440974674,0.9507892
5.446688359,0.9514716
5.452417029,0.9518917
5.458154783,0.9529784
5.463907612,0.9538108
5.469669588,0.9526865
5.475446728,0.9514705
5.481236085,0.949785
5.487034686,0.9471352
5.492848586,0.9455471
5.498671796,0.944715
5.504510396,0.9443565
5.510358372,0.9440337
5.516221829,0.9442798
5.522094729,0.9442177
5.527983204,0.9436008
5.53388425,0.9427406
5.539794839,0.9422247
5.545721143,0.9420719
5.551657059,0.9423306
5.557608783,0.9416792
5.563570187,0.9410001
5.569547497,0.9411695
5.575534554,0.9427549
5.581537613,0.9430233
5.587550491,0.9417263
5.593579466,0.9414678
5.599621466,0.94251
5.60567339,0.9432357
5.611741559,0.9442616
5.617819724,0.9451516
5.623914233,0.9457827
5.63001881,0.9468934
5.63613983,0.9492818
5.642270992,0.9510835
5.648418697,0.9500449
5.654576616,0.9493402
5.660751182,0.9485596
5.666939246,0.9482513
5.673137637,0.9491783
5.679352826,0.9481269
5.685578417,0.9466491
5.69182091,0.9454443
5.69807388,0.9429179
5.704343858,0.9416753
5.710624388,0.9406286
5.716922032,0.9373893
5.723230306,0.9338563
5.729555799,0.9307631
5.73589529,0.9287134
5.742245528,0.9278127
5.748613147,0.9279636
